username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
de_Talleyrand_;2016-12-06 14:09;0;2;"8% bezrobocie jest dalekie od "braku rąk do pracy".";;;;"806123515678232576";https://twitter.com/de_Talleyrand_/status/806123515678232576
PawelJanus;2016-12-06 13:37;0;0;"Jeśli ktoś narzeka na niskie bezrobocie jest chory. Gdy narzeka na złych kodowskich przedsiębiorców - jeszcze bardziej";;;;"806115249841729536";https://twitter.com/PawelJanus/status/806115249841729536
de_Talleyrand_;2016-12-06 13:36;0;1;"Ja wyśmiewam to, że redaktor Pulsu Biznesu uważa niskie bezrobocie za zagrożenie dla gospodarki akurat teraz, za PO by chwalił.";;;;"806115015455608832";https://twitter.com/de_Talleyrand_/status/806115015455608832
PawelJanus;2016-12-06 13:34;0;1;"Nie wiem kogo linkujesz bo mam bana. Bezrobocie to zasługa PiS, ale PKB i inwestycje to wina PO. Yeah...";;;;"806114575615717376";https://twitter.com/PawelJanus/status/806114575615717376
kdwojakowski;2016-12-06 12:59;3;6;"Czego to Agora nie wymyśli, żeby kaczystom bezrobocie zaczęło w końcu rosnąć, a nie spadać! https:// twitter.com/PressRedakcja/ status/806104337436930048 …";;;;"806105781737295872";https://twitter.com/kdwojakowski/status/806105781737295872
j_zdunek;2016-12-06 12:53;0;0;"ale bezrobocie 55 plus jest trwałe i rośnie,Jak żyć?";;;;"806104290876067840";https://twitter.com/j_zdunek/status/806104290876067840
ArturRaczkowski;2016-12-06 12:39;0;0;"Takiego listopada nie było na rynku pracy od dawna! Bezrobocie rekordowo niskie http:// fb.me/5QaUEyy8q";;;;"806100661796536320";https://twitter.com/ArturRaczkowski/status/806100661796536320
wSensie;2016-12-06 12:16;0;0;"Rekordowo niskie bezrobocie . Tak dobrego listopada nie było od 25 lat http://www. wsensie.pl/gospodarka/194 90-rekordowo-niskie-bezrobocie-tak-dobrego-listopada-nie-bylo-od-25-lat …";;;;"806094988446756866";https://twitter.com/wSensie/status/806094988446756866
ksservicepl;2016-12-06 11:59;0;0;"Najniższa stopa bezrobocia od 25 lat - ogłosiła @E_Rafalska Więcej na http:// bit.ly/NiskastopaBezr obocia … #bezrobocie #praca #biznes pic.twitter.com/3OwJ8BruEe";;@E_Rafalska;#bezrobocie #praca #biznes;"806090638676656128";https://twitter.com/ksservicepl/status/806090638676656128
KrytykaPolitech;2016-12-06 11:58;0;0;"Wg rankingu powiatów, 26% bezrobocie . https:// twitter.com/wunderfaust/st atus/806074941712072704 …";;;;"806090495248175104";https://twitter.com/KrytykaPolitech/status/806090495248175104
vanderveltz;2016-12-06 11:50;0;0;"Giełda na zielono. WIG ponad 50 tys. pkt. WIG20 1865 pkt. Euro po 4,50 pln a bezrobocie na rekordowo niskim poziomie. Najniższym od 1991 r.";;;;"806088361777778688";https://twitter.com/vanderveltz/status/806088361777778688
SuperbizPL;2016-12-06 11:11;1;1;"Bezrobocie już nie spada. Ale i tak jest najniższe od 25 lat @se_pl @MRPiPS_GOV_PL http:// superbiz.se.pl/wiadomosci-biz /bezrobocie-juz-nie-spada-ale-i-tak-jest-najnizsze-od-25-lat_922695.html …";;@se_pl @MRPiPS_GOV_PL;;"806078509235994624";https://twitter.com/SuperbizPL/status/806078509235994624
tvp_info;2016-12-06 11:05;3;8;"8,2 proc. – tyle wyniosło bezrobocie w Polsce w listopadzie. To najniższy wskaźnik od 1991 r. http:// buff.ly/2g4Ir2C #wieszwiecej";;;#wieszwiecej;"806077145218883584";https://twitter.com/tvp_info/status/806077145218883584
zielonalinia;2016-12-06 10:58;0;2;"Bezrobocie w listopadzie: 8,2% http:// goo.gl/Xasdmd #StopaBezrobocia #BezrobocieListopad";;;#StopaBezrobocia #BezrobocieListopad;"806075417727762432";https://twitter.com/zielonalinia/status/806075417727762432
grzegorzosiecki;2016-12-06 10:56;0;1;"Kolejny raz bezrobocie najniższe w historii. https:// twitter.com/MRPiPS_GOV_PL/ status/806041986000158720 …";;;;"806074861005180928";https://twitter.com/grzegorzosiecki/status/806074861005180928
zielonogorska;2016-12-06 10:39;0;0;"Bezrobocie w listopadzie https:// goo.gl/fb/9WM25r";;;;"806070657339498497";https://twitter.com/zielonogorska/status/806070657339498497
hbiskupski;2016-12-06 10:35;0;0;"W XI było rekordowo niskie bezrobocie - 8,2 proc. Najniższe od 25 lat. Ale jego spadek wyhamował @MRPiPS_GOV_PL http:// superbiz.se.pl/wiadomosci-biz /bezrobocie-juz-nie-spada-ale-i-tak-jest-najnizsze-od-25-lat_922695.html …";;@MRPiPS_GOV_PL;;"806069562387079168";https://twitter.com/hbiskupski/status/806069562387079168
WasikMaciej;2016-12-06 10:29;28;64;"W listopadzie bezrobocie najmniejsze od 25 lat. Rekordowa ilość ofert pracy w urzędach #Morawiecki #Rafalska";;;#Morawiecki #Rafalska;"806068058225836032";https://twitter.com/WasikMaciej/status/806068058225836032
4lomzapl;2016-12-06 10:22;0;0;"Bezrobocie przestało spadać https:// goo.gl/ty8ukJ";;;;"806066205429633024";https://twitter.com/4lomzapl/status/806066205429633024
iar_pr;2016-12-06 10:15;0;2;"#Bezrobocie w listopadzie wyniosło 8,2 procent. @MRPiPS_GOV_PL http://www. polskieradio.pl/78/3564/Artyku l/1700678,Bezrobocie-w-listopadzie …";;@MRPiPS_GOV_PL;#Bezrobocie;"806064489846214656";https://twitter.com/iar_pr/status/806064489846214656
Sierpien80;2016-12-06 10:12;1;0;"Rafalska: Bezrobocie w listopadzie bez zmian – 8,2 proc. http:// praca.wnp.pl/rafalska-bezro bocie-w-listopadzie-bez-zmian-8-2-proc,287162_1_0_0.html …";;;;"806063797987405824";https://twitter.com/Sierpien80/status/806063797987405824
wgospodarce;2016-12-06 10:07;0;0;"Najniższe bezrobocie w listopadzie od 1991 r. http:// wgospodarce.pl/informacje/314 68-bezrobocie-bez-zmian-ale-to-i-tak-najnizszy-poziom-od-cwiercwiecza …";;;;"806062486793420801";https://twitter.com/wgospodarce/status/806062486793420801
BIPolska;2016-12-06 09:43;0;1;"Bezrobocie bez zmian. Wyniosło w listopadzie 8,2 proc. W grudniu pracy przybędzie http:// businessinsider.com.pl/p8n0fg6?utm_so urce=tw&utm_medium=social&utm_campaign=tw_bi … pic.twitter.com/AagpwgkucB";;;;"806056531322171392";https://twitter.com/BIPolska/status/806056531322171392
bukarolbu;2016-12-06 09:32;0;1;"Bezrobocie w listopadzie takie jak w październiku. Niższe rdr - Polsat News http://www. polsatnews.pl/wiadomosc/2016 -12-06/bezrobocie-w-listopadzie-takie-jak-w-pazdzierniku-nizsze-rdr/ …";;;;"806053773013635073";https://twitter.com/bukarolbu/status/806053773013635073
PolsatNewsPL;2016-12-06 09:25;0;1;"Bezrobocie w listopadzie bez zmian - 8,2 proc. http://www. polsatnews.pl/wiadomosc/2016 -12-06/bezrobocie-w-listopadzie-bez-zmian/ … @MRPiPS_GOV_PL #bezrobocie pic.twitter.com/gFifWNcg9R";;@MRPiPS_GOV_PL;#bezrobocie;"806051991306797056";https://twitter.com/PolsatNewsPL/status/806051991306797056
drozd_barbara;2016-12-06 09:10;0;0;"jak wyjadą wszyscy to bezrobocie wyniesie 0%";;;;"806048127295885312";https://twitter.com/drozd_barbara/status/806048127295885312
forsalpl;2016-12-06 09:01;1;2;"Bezrobocie w Polsce na najniższym poziomie od 1991 roku. http:// dlvr.it/Mq6Wf7";;;;"806045827126824960";https://twitter.com/forsalpl/status/806045827126824960
MRPiPS_GOV_PL;2016-12-06 08:19;10;10;"Wiceminister @Stanislaw_Szwed w #MRPiPS : struktura bezrobocia jest zróżnicowana, są regiony gdzie bezrobocie jest nadal dwucyfrowe. pic.twitter.com/HJehyxdMMW";;@Stanislaw_Szwed;#MRPiPS;"806035225830686720";https://twitter.com/MRPiPS_GOV_PL/status/806035225830686720
PAPinformacje;2016-12-06 08:18;0;1;"Według szacunków resortu rodziny bezrobocie w listopadzie wyniosło 8,2 proc. - bez zmian w stosunku do października.";;;;"806035132926849024";https://twitter.com/PAPinformacje/status/806035132926849024
MRPiPS_GOV_PL;2016-12-06 08:17;1;4;"Wicemin. @Stanislaw_Szwed w #MRPiPS : bezrobocie spada zarówno wśród młodych osób oraz osób 50+. Problemem są osoby długotrwale bezrobotne.";;@Stanislaw_Szwed;#MRPiPS;"806034899476082689";https://twitter.com/MRPiPS_GOV_PL/status/806034899476082689
suproNETpl;2016-12-06 07:57;0;0;"Bezrobocie wśród absolwentów szkół wyższych wynosi 13 proc http://www. supronet.pl/tematy-spolecz ne/edukacja/bezrobocie-wsrod-absolwentow-szkol-wyzszych-wynosi-13-proc.html …";;;;"806029875920441344";https://twitter.com/suproNETpl/status/806029875920441344
BrzezinskiMich;2016-12-06 00:10;0;0;"ok, ale w tej fazie istnienia kapitalizmu (bez szans na socjalizm) są lepsze metody zmniejszania zanieczyszczenia niż bezrobocie @janeksowa";;@janeksowa;;"805912236166443008";https://twitter.com/BrzezinskiMich/status/805912236166443008
69Belieber94;2016-12-05 23:52;0;1;"częste zmiany na tronie, choroby i innego rodzaju klęski, niszczenie pieniędzy-spadała jego wartość, hiperinflacja, bezrobocie +";;;;"805907827986403328";https://twitter.com/69Belieber94/status/805907827986403328
Zdroje;2016-12-05 23:35;0;0;"O lojalności tych służb jestem przekonany,robili dużo gorsze rzeczy w czasach gdy nie istniało pojęcie bezrobocie :)";;;;"805903433668685824";https://twitter.com/Zdroje/status/805903433668685824
Ja_Wieczorek;2016-12-05 23:17;0;0;"Bezrobocie we Włoszech - 11.6%, bezrobocie wśród młodzieży - 36.4%... tunel...";;;;"805899018698158080";https://twitter.com/Ja_Wieczorek/status/805899018698158080
GajdaB;2016-12-05 20:28;0;0;"Bezrobocie w Polsce najniższe od wielu lat,a Kijowski dalej pracy nie może znaleźć?";;;;"805856298873090052";https://twitter.com/GajdaB/status/805856298873090052
tatawpracy;2016-12-05 20:17;0;0;"Jeśli ktoś powie, że bezrobocie istnieje na każdym rogu... no to nieprawda. Siedzę w TelePizzy w której jeden... http:// fb.me/72lnWl25O";;;;"805853683984515072";https://twitter.com/tatawpracy/status/805853683984515072
ko_grzegorz;2016-12-05 18:43;0;0;"jak firmy coś chcą zrobić, to raczej to robią. Przyczyna jest oczywista, bezrobocie spada.";;;;"805829906743562240";https://twitter.com/ko_grzegorz/status/805829906743562240
NovapolskaMova;2016-12-05 18:28;0;1;"@PawelWronskigw tydzień temu prosiłem, żeby pan dbał o siebie. I proszę, bezrobocie na horyzoncie ;) @MiAdamczyk @gazeta_wyborcza";;@PawelWronskigw @MiAdamczyk @gazeta_wyborcza;;"805826270927945728";https://twitter.com/NovapolskaMova/status/805826270927945728
Kschoz;2016-12-05 16:25;0;0;"mają za dobrze. W #ŚrodaŚląska bezrobocie wynosi 5,7%. Zamiast 1600 bezrobotnych byłoby ok 1300. #alepoco";;;# #alepoco;"805795145262174208";https://twitter.com/Kschoz/status/805795145262174208
infoANS_PL;2016-12-05 16:05;3;2;"Belgia – Bezrobocie młodzieży w Europie. Perspektywa Kościoła katolickiego http://www. infoans.org/pl/sezioni-eve nti/item/2267-belgia-bezrobocie-mlodziezy-w-europie-perspektywa-kosciola-katolickiego … pic.twitter.com/ieOQljyrXX";;;;"805790083055947777";https://twitter.com/infoANS_PL/status/805790083055947777
wyborczaolsztyn;2016-12-05 14:17;1;0;"Jest praca do wzięcia. Różne służby mundurowe na #Warmia i #Mazury szukają chętnych http:// bit.ly/2gY081a #bezrobocie pic.twitter.com/FsN8NDSHMi";;;#Warmia #Mazury #bezrobocie;"805763072635895808";https://twitter.com/wyborczaolsztyn/status/805763072635895808
Chaim_Shiloh;2016-12-05 14:16;0;0;"Czyli nie musi się Pan martwić pracę. Byle prostytucji medialnej nie zakazali bo wtedy bezrobocie albo emigracja na zmywak do UK";;;;"805762673615007744";https://twitter.com/Chaim_Shiloh/status/805762673615007744
wSensie;2016-12-05 12:08;0;0;"Jacek Rostowski uważa, że niskie bezrobocie to zasługa @Platforma_org http://www. wsensie.pl/gospodarka/194 49-rostowski-najnizsze-bezrobocie-od-poczatku-transformacji-to-nasza-zasluga …";;@Platforma_org;;"805730493643784192";https://twitter.com/wSensie/status/805730493643784192
grzadr;2016-12-05 11:27;0;0;"Bo to bezrobocie notowane :)";;;;"805720344090857472";https://twitter.com/grzadr/status/805720344090857472
KoziolMK;2016-12-05 10:36;0;1;"pewnie.Za co inne kupi,a lubuje się. Bezrobocie to dla niej horror.Bez broszek nowych.";;;;"805707307275481088";https://twitter.com/KoziolMK/status/805707307275481088
BLANCZofia;2016-12-05 10:13;0;0;"Manuel Valls wystartuje w wyborach prezydenckich"tvn24.pl Lewica tylko z nazwy. Bezrobocie wzroslo, beznadziejna polityka miedzynarodowa,";;;;"805701610907299840";https://twitter.com/BLANCZofia/status/805701610907299840
MarStaniszewski;2016-12-05 10:11;3;2;"PKB rośnie wolniej, bezrobocie spada choć napływają pracownicy z Ukrainy, a ściągalność z podatków lepsza. Trochę to wszystko sprzeczne https:// twitter.com/RepublikaTV/st atus/804783232831094785 …";;;;"805701000896139264";https://twitter.com/MarStaniszewski/status/805701000896139264
Przemysaw17;2016-12-05 08:15;0;0;"Bieda w Polsce powoli, ale skutecznie te słowo zaczęło gościć po 89 roku,podobnie jak bezrobocie i kolejki tym razem do lekarza, https:// twitter.com/Gosc_Niedzieln y/status/805661257407885312 …";;;;"805671902773657600";https://twitter.com/Przemysaw17/status/805671902773657600
300polityka;2016-12-05 07:56;2;1;"Rostowski:To najniższe bezrobocie od początku transformacji to dzięki naszym działaniom przez 8 lat #300POLITYKALIVE http:// 300polityka.pl/live/2016/12/0 5/#post-264271 …";;;#300POLITYKALIVE #post;"805667097414160384";https://twitter.com/300polityka/status/805667097414160384
S_Chruszcz;2016-12-05 07:05;1;3;"WŁOCHY mają 133% długu do PKB, bezrobocie 11,5%, bezrobocie wśród młodzieży 37,1%. Dlatego szybko uzyskuje poparcie Ruch Pięciu Gwiazd";;;;"805654217457332224";https://twitter.com/S_Chruszcz/status/805654217457332224
Paul_Robbery;2016-12-05 03:07;0;0;"W południowych Włoszech w Kalabrii czy na Sycylii mafia jest największym pracodawcą, bezrobocie młodzieży sięga 80% https:// twitter.com/AnneWillTalk/s tatus/805542222464585728 …";;;;"805594475968032769";https://twitter.com/Paul_Robbery/status/805594475968032769
FXS_Forex_PL;2016-12-05 01:39;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDg5NzQ4MzI0MzkyNTY5MzIvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805572316289761281";https://twitter.com/FXS_Forex_PL/status/805572316289761281
dani_owicz;2016-12-04 22:07;2;4;"#Chorwacja następny kraj, po #Węgry #Rumunia gdzie obniża się podatki, aby pobudzić gospodarkę i obniżyć bezrobocie , co na to #dobrazmiana";;;#Chorwacja #W #Rumunia #dobrazmiana;"805518820727287813";https://twitter.com/dani_owicz/status/805518820727287813
FXS_Forex_PL;2016-12-04 20:43;0;1;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDg2NDEyNDI4NDI0NjAwNjgvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805497883814285312";https://twitter.com/FXS_Forex_PL/status/805497883814285312
ROMUALDDOBRYDN1;2016-12-04 20:18;0;0;"PANIE D TRUMP LIKWIDUJEMY BEZROBOCIE W USA RAZEM I W POLSCE MA PAN DONALD DO MNIE KONTAK JESTEM POMOCNY ZAWSZE ROMEK.";;;;"805491539266957312";https://twitter.com/ROMUALDDOBRYDN1/status/805491539266957312
NSzlachcinska;2016-12-04 19:34;3;7;"Po zakończeniu prezydentury, światowe Uniwersytety organizują wykłady Wałęsy czy Kwaśniewskiego. Dolary vs orzechy: Dudę czeka bezrobocie .";;;;"805480533509734401";https://twitter.com/NSzlachcinska/status/805480533509734401
PanWaldemar;2016-12-04 17:52;0;1;"Ale inne przyjechały. Przez całe rządy PO bezrobocie nie rosło, lecz spadało. Po to jesteśmy w UE by każdy mógł żyć gdzie chce.";;;;"805454785696698369";https://twitter.com/PanWaldemar/status/805454785696698369
sawik_knowsbest;2016-12-04 17:12;0;0;"i nie zwiększy się bezrobocie .zakupy w SB a kasjerki do consultingu.idiotyzmy, ta akcja z zamykanie nie ma plusów.";;;;"805444618179477505";https://twitter.com/sawik_knowsbest/status/805444618179477505
PiotrOwczarczak;2016-12-04 17:06;0;0;"Ksiądz Stryczek (ten od szlachetnej paczki) opowiada, że bezrobocie wśród młodzieży wynika z jej zdemoralizowania. 1/2 #szlachetnapaczka";;;#szlachetnapaczka;"805443041200848896";https://twitter.com/PiotrOwczarczak/status/805443041200848896
FXS_Forex_PL;2016-12-04 16:39;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDg2NDEyNDI4NDI0NjAwNjgvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805436345837621249";https://twitter.com/FXS_Forex_PL/status/805436345837621249
inolewandowski;2016-12-04 16:35;0;0;"Inżynier nie ma pracy ? - bo nie ma znajomości. Absolwenci szkół wyższych - do zawodówek? Realne bezrobocie ok. 30 % ???";;;;"805435365712601088";https://twitter.com/inolewandowski/status/805435365712601088
oko_press;2016-12-04 16:26;11;27;"musimy przyznać szefowi #SzlachetnaPaczka "matołka" - to nie demoralizacja powoduje bezrobocie młodych @iggnacy http:// bit.ly/2gV3KUa";;@iggnacy;#SzlachetnaPaczka;"805433024166895617";https://twitter.com/oko_press/status/805433024166895617
Bart_Wielinski;2016-12-04 16:13;0;0;"no właśnie dobrobyt się kurczy: bezrobocie , słaby wzrost, słaba innowacyjność, uchodźcy @Julian82Nowak";;@Julian82Nowak;;"805429950568366080";https://twitter.com/Bart_Wielinski/status/805429950568366080
FXS_Forex_PL;2016-12-04 14:04;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgzNzIzMTAwMzE1NzYwMjUvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805397422859898882";https://twitter.com/FXS_Forex_PL/status/805397422859898882
michaeloenen;2016-12-04 13:37;0;0;"@BeataSzydlo Rząd zdał egzamin:socjal na poziomie, bezrobocie spadło, gospodarka stabilna,praca jest, a ludziom zawsze bd mało. Jest lepiej!";;@BeataSzydlo;;"805390547359846400";https://twitter.com/michaeloenen/status/805390547359846400
michaeloenen;2016-12-04 13:16;0;0;"Końcówka 2016 a Polska ma się dobrze. Ludzie otrzymali 500+, zwiększyła się sprzedaż, spadło bezrobocie a rating stabilny. Brawo rządzący!";;;;"805385362667356161";https://twitter.com/michaeloenen/status/805385362667356161
FXS_Finance_PL;2016-12-04 10:17;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgzNzIzMTAwMzE1NzYwMjUvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805340290538205184";https://twitter.com/FXS_Finance_PL/status/805340290538205184
FXS_Forex_PL;2016-12-04 08:50;0;1;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgzNzIzMTAwMzE1NzYwMjUvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805318414394945536";https://twitter.com/FXS_Forex_PL/status/805318414394945536
StanislawIskra;2016-12-04 06:26;2;4;"Bezrobocie w USA najniższe od 9 lat http:// niezalezna.pl/90169-bezroboc ie-w-usa-najnizsze-od-9-lat …";;;;"805282021635424256";https://twitter.com/StanislawIskra/status/805282021635424256
FXS_Forex_PL;2016-12-04 05:30;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgyMjIwOTI3Mjk3MTY1NDkvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805268093060661249";https://twitter.com/FXS_Forex_PL/status/805268093060661249
FXS_Finance_PL;2016-12-04 04:46;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgyMjIwOTI3Mjk3MTY1NDkvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805256950535614464";https://twitter.com/FXS_Finance_PL/status/805256950535614464
FXS_Finance_PL;2016-12-04 04:20;1;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgwMDcyMzg3ODM0NzMxOTYvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805250273585164288";https://twitter.com/FXS_Finance_PL/status/805250273585164288
MrKolomycki;2016-12-04 00:27;0;11;"nie martwimy się o Pana, tylko o pański okręg wyborczy. Bezrobocie : #Płock 8,8%, #Warszawa 3,0% @SMDWarszawa @AKlarenbach";;@SMDWarszawa @AKlarenbach;#P #Warszawa;"805191884876423169";https://twitter.com/MrKolomycki/status/805191884876423169
verloutte;2016-12-04 00:19;0;1;"bezrobocie , tato, bezrobocie";;;;"805189797685948416";https://twitter.com/verloutte/status/805189797685948416
FXS_Forex_PL;2016-12-03 23:47;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgwMDcyMzg3ODM0NzMxOTYvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805181727073247233";https://twitter.com/FXS_Forex_PL/status/805181727073247233
pfolejniczak;2016-12-03 23:30;0;0;"Znowu wzrośnie bezrobocie .Suweren przygotowuje wypowiedzenie umowy o pracę posłom PiS.";;;;"805177435641835520";https://twitter.com/pfolejniczak/status/805177435641835520
FXS_Finance_PL;2016-12-03 22:53;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDgwMDcyMzg3ODM0NzMxOTYvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805168205564149760";https://twitter.com/FXS_Finance_PL/status/805168205564149760
robaxaugust;2016-12-03 22:34;0;0;"Bezrobocie spada, ratingi w górę, drużyna narod. w górę, n";;;;"805163433691934720";https://twitter.com/robaxaugust/status/805163433691934720
GDrobiszewski;2016-12-03 21:14;6;17;"Bezrobocie w Warszawie wynosi 2,9%, a zatrudnienie w sektorze przedsiębiorstw blisko 1 mln. #Mineła20 @hannagw @AKlarenbach https:// twitter.com/AKlarenbach/st atus/805139909405188096 …";;@hannagw @AKlarenbach;#Mine;"805143065178607616";https://twitter.com/GDrobiszewski/status/805143065178607616
GDrobiszewski;2016-12-03 21:12;1;12;"Tak źle, że w Warszawie bezrobocie wynosi 2,9%, a zatrudnienie w sektorze przedsiębiorstw blisko 1 mln?";;;;"805142710965379073";https://twitter.com/GDrobiszewski/status/805142710965379073
RyszardStrzel;2016-12-03 19:38;0;0;"Mamy XXI wiek, głód, bieda, bezrobocie i wykluczenia to hańba dla ludzkości.";;;;"805119094014017538";https://twitter.com/RyszardStrzel/status/805119094014017538
niezaleznapl;2016-12-03 17:40;0;3;"Bezrobocie w USA najniższe od 9 lat http:// fb.me/5DVYDyFSD";;;;"805089335951454208";https://twitter.com/niezaleznapl/status/805089335951454208
piotruchg;2016-12-03 17:04;0;0;"A co na bezrobocie urzędników wysłać? https:// twitter.com/robgrzechnik/s tatus/804717460792418304 …";;;;"805080155643346944";https://twitter.com/piotruchg/status/805080155643346944
mario76wawpl;2016-12-03 16:39;0;1;"jakieś 2.5 tys USD ale pamietajmy ze Hiszpania ma kryzys a bezrobocie nadal pow 20 procent";;;;"805073873305825280";https://twitter.com/mario76wawpl/status/805073873305825280
FXS_Forex_PL;2016-12-03 15:07;0;0;"Bezrobocie w USA najniższe od 9 lat! #Finanse #Forex https://www. dukascopy.com/refpro/in.php? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9wbC9tLzQ4MDc2ODg3NDUzODQ2OTk4NTMvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZFBM …";;;#Finanse #Forex;"805050903720034304";https://twitter.com/FXS_Forex_PL/status/805050903720034304
